Region,Week,TV_Ad_Impressions,Digital_Display_Impressions,Social_Media_Impressions,Search_Ad_Impressions,Video_Ad_Impressions,Competitor_Vehicle_Sales,Google_Query_Volume,TV_Ad_Spend,Digital_Display_Spend,Social_Media_Spend,Search_Ad_Spend,Video_Ad_Spend,Organic_Search_Impressions,Promotional_Discounts,Test_Drive_Bookings,Revenue_Per_Vehicle_Sale,Target_Market_Size
SI,2023-05-15,186989.0,0.0,0.0,461663.0,0.0,-1.301974,-1.4964201,1371.1387,0.0,0.0,3597.666,0.0,0.0,0.0,6205,67932.59724612377,376367.94
SI,2023-05-22,506467.0,10536.0,0.0,682825.0,341833.0,-1.6399786,0.1421194,3713.7822,101.58002,0.0,5321.1465,2663.5325,0.0,0.0,5810,67890.68629239869,376367.94
SI,2023-05-29,856569.0,619396.0,0.0,773928.0,572473.0,-0.5271854,0.091385186,6280.9834,5971.74,0.0,6031.0977,4460.659,75478.0,1.9537202,7301,67643.50987048988,376367.94
SI,2023-06-05,580937.0,102931.0,0.0,1634716.0,531866.0,-0.08631759,-0.76357454,4259.85,992.38165,0.0,12739.081,4144.253,499639.0,0.7800789,6734,67405.36089050188,376367.94
SI,2023-06-12,0.0,219237.0,0.0,827542.0,276587.0,-1.7469642,0.05024068,0.0,2113.7148,0.0,6448.903,2155.1416,0.0,0.11091125,3425,67432.22385786251,376367.94
SI,2023-06-19,351449.0,0.0,0.0,426883.0,157566.0,-2.05126,-2.126668,2577.0784,0.0,0.0,3326.631,1227.7404,0.0,0.27294177,7829,67178.03809132957,376367.94
SI,2023-06-26,502677.0,652244.0,498375.0,1400121.0,830539.0,1.3731925,-1.07402,3685.9912,6288.4355,3703.387,10910.92,6471.4863,808074.0,1.1745887,7841,67512.23905335502,376367.94
SI,2023-07-03,166674.0,0.0,0.0,801898.0,92790.0,-0.53642094,-0.15419704,1222.1742,0.0,0.0,6249.063,723.0115,0.0,0.0,6150,67964.2692246011,376367.94
SI,2023-07-10,876923.0,0.0,0.0,918433.0,0.0,-1.4699312,-1.1222097,6430.2334,0.0,0.0,7157.202,0.0,0.0,1.8848106,6846,67570.23404005003,376367.94
SI,2023-07-17,76219.0,381632.0,0.0,878213.0,790143.0,-0.8967333,-0.106247246,558.8928,3679.4026,0.0,6843.774,6156.7246,103685.0,0.0,6580,67679.39690502668,376367.94
SI,2023-07-24,0.0,0.0,0.0,426480.0,794902.0,0.013315178,-1.692821,0.0,0.0,0.0,3323.4905,6193.806,23252.0,0.0,5709,67611.70965171611,376367.94
SI,2023-07-31,1056532.0,0.0,0.0,1319949.0,1359946.0,0.21900897,0.77566814,7747.2563,0.0,0.0,10286.152,10596.579,13227.0,0.0,5192,67380.7387535844,376367.94
SI,2023-08-07,591393.0,0.0,0.0,979308.0,628220.0,-0.47173512,-0.5530241,4336.521,0.0,0.0,7631.591,4895.0347,0.0,0.4630029,6177,67639.70653327688,376367.94
SI,2023-08-14,1177203.0,945020.0,697417.0,2884766.0,1351471.0,1.0885403,2.4062984,8632.104,9111.157,5182.453,22480.521,10530.543,1805597.0,2.402574,6294,66832.55873270624,376367.94
SI,2023-08-21,750036.0,828639.0,551735.0,2554348.0,1359760.0,3.1123567,0.012239605,5499.8066,7989.1006,4099.901,19905.627,10595.13,519788.0,0.6731647,6781,67860.22584724831,376367.94
SI,2023-08-28,278368.0,184710.0,0.0,1261267.0,867201.0,0.52503407,-1.3202853,2041.1956,1780.8319,0.0,9828.853,6757.1533,93030.0,0.9300806,7236,67153.21684447814,376367.94
SI,2023-09-04,1762535.0,1057754.0,693834.0,2450196.0,1243374.0,2.212318,0.7786136,12924.181,10198.051,5155.828,19093.986,9688.26,345378.0,0.9338136,7126,67368.69428995249,376367.94
SI,2023-09-11,1287024.0,1240944.0,54672.0,1685052.0,925790.0,-0.254377,2.9259708,9437.391,11964.228,406.2635,13131.341,7213.674,1711626.0,0.3429667,7116,67613.43752097349,376367.94
SI,2023-09-18,235263.0,46321.0,0.0,813347.0,855524.0,0.53758234,-1.6265533,1725.1185,446.5915,0.0,6338.2837,6666.1675,251402.0,1.135029,9945,67623.0116715265,376367.94
SI,2023-09-25,877571.0,235963.0,592448.0,1558733.0,0.0,1.2124429,0.05530411,6434.985,2274.974,4402.4365,12146.958,0.0,93618.0,0.0,7616,67403.14705801588,376367.94
SI,2023-10-02,667680.0,0.0,29531.0,1724800.0,1035482.0,1.6578112,-0.5972485,4895.9126,0.0,219.44263,13441.091,8068.384,415188.0,1.0158995,7665,67255.80570688965,376367.94
SI,2023-10-09,975526.0,483990.0,0.0,2035554.0,822250.0,-0.4018921,0.9892962,7153.262,4666.2593,0.0,15862.748,6406.8994,644650.0,0.30579045,10921,67765.82074059678,376367.94
SI,2023-10-16,416935.0,753108.0,340548.0,1985562.0,796443.0,2.55007,1.1277511,3057.269,7260.8887,2530.5864,15473.168,6205.8135,1163371.0,0.0,6010,67417.05775543554,376367.94
SI,2023-10-23,1177437.0,153357.0,700428.0,1745481.0,916803.0,0.3700775,0.87320733,8633.82,1478.5504,5204.8276,13602.255,7143.648,1072442.0,1.1473877,8746,67447.4000845234,376367.94
SI,2023-10-30,1435447.0,0.0,0.0,1108114.0,323262.0,-0.36153364,-1.8466471,10525.735,0.0,0.0,8635.356,2518.829,457257.0,1.5306805,5634,67699.61162544001,376367.94
SI,2023-11-06,951984.0,678893.0,0.0,1161485.0,854916.0,0.77991724,-0.06981214,6980.635,6545.3643,0.0,9051.267,6661.43,664403.0,1.0395355,6595,67323.55033085913,376367.94
SI,2023-11-13,1398377.0,752372.0,409508.0,1280648.0,720961.0,-1.3609061,1.5189924,10253.911,7253.7925,3043.023,9979.886,5617.6646,407664.0,1.6533024,5719,67382.23376546138,376367.94
SI,2023-11-20,879470.0,1105008.0,650235.0,1963527.0,1185037.0,1.4942763,1.2170539,6448.91,10653.638,4831.847,15301.453,9233.704,486540.0,0.0,5365,67806.29067835919,376367.94
SI,2023-11-27,891180.0,0.0,125289.0,2258154.0,1374637.0,0.66484374,0.9484589,6534.776,0.0,931.01306,17597.434,10711.05,1199007.0,0.0,5576,66981.08461920227,376367.94
SI,2023-12-04,533913.0,1145094.0,493913.0,1779144.0,325311.0,-0.30468395,0.4112776,3915.0361,11040.116,3670.2302,13864.585,2534.7944,0.0,0.13180764,5983,67341.1631231525,376367.94
SI,2023-12-11,1086052.0,0.0,0.0,1471816.0,405334.0,1.1763827,-2.0172465,7963.7183,0.0,0.0,11469.627,3158.3267,0.0,1.4720656,8693,67338.32833765213,376367.94
SI,2023-12-18,638944.0,672896.0,0.0,1583146.0,110642.0,-0.40255994,1.5695987,4685.1997,6487.546,0.0,12337.204,862.1127,405434.0,0.39532793,5433,67574.73594940419,376367.94
SI,2023-12-25,64042.0,0.0,0.0,1080156.0,698387.0,-1.2874762,0.27708924,469.60226,0.0,0.0,8417.483,5441.77,0.0,0.0,8743,67863.29349012907,376367.94
SI,2024-01-01,1168489.0,626492.0,1277528.0,2453044.0,1585093.0,3.4432638,0.66435707,8568.206,6040.1543,9493.214,19116.18,12350.905,506541.0,0.0,7512,67964.3873406636,376367.94
SI,2024-01-08,806473.0,0.0,0.0,1532700.0,817341.0,0.10809925,0.66469646,5913.643,0.0,0.0,11944.087,6368.649,753492.0,0.0,2645,67702.27092421893,376367.94
SI,2024-01-15,1056231.0,637242.0,758455.0,2060982.0,543317.0,0.36879325,3.5214682,7745.0493,6143.7974,5636.022,16060.904,4233.478,159814.0,0.0,4467,67775.78636152843,376367.94
PL,2021-01-25,1817419.0,531392.0,0.0,2329336.0,1865684.0,0.4547656,-0.42124954,13326.63,5123.2734,0.0,18152.145,14537.245,0.0,0.0,16456,68252.13494267409,777539.94
PL,2021-02-01,856334.0,548790.0,0.0,1817761.0,213857.0,0.21806176,1.3149148,6279.26,5291.0117,0.0,14165.522,1666.3549,3019217.0,0.39952695,8165,67335.54079857675,777539.94
PL,2021-02-08,1750381.0,208909.0,0.0,3220938.0,0.0,-0.48039114,-0.044819742,12835.059,2014.14,0.0,25100.256,0.0,728179.0,1.0644648,3058,67547.3465218792,777539.94
PL,2021-02-15,1593746.0,0.0,0.0,1211607.0,171812.0,-0.6502687,0.5950257,11686.498,0.0,0.0,9441.86,1338.7439,0.0,0.14701262,8552,67243.39002134698,777539.94
PL,2021-02-22,1532113.0,433044.0,0.0,930364.0,16586.0,-0.61690474,-1.5192459,11234.56,4175.0776,0.0,7250.178,129.23665,0.0,0.0,9189,67673.85557432238,777539.94
PL,2021-03-01,1124190.0,1874972.0,0.0,3007575.0,1601469.0,-0.07395136,-0.4493166,8243.374,18077.04,0.0,23437.553,12478.505,654336.0,0.12312887,13243,67518.161730204,777539.94
PL,2021-03-08,765563.0,0.0,0.0,2309627.0,1237316.0,-2.2670147,-1.2167964,5613.6616,0.0,0.0,17998.555,9641.057,0.0,0.0,11519,67457.34545698718,777539.94
PL,2021-03-15,716209.0,0.0,809129.0,1585423.0,750198.0,1.4026245,-0.78016,5251.7627,0.0,6012.5767,12354.949,5845.4766,28960.0,0.0,16327,67546.6749476952,777539.94
PL,2021-03-22,1907250.0,145512.0,0.0,2929872.0,3068259.0,0.903819,-1.3608884,13985.336,1402.9149,0.0,22832.025,23907.602,981819.0,1.7056706,20972,67019.59383032689,777539.94
PL,2021-03-29,2986447.0,442507.0,0.0,1408808.0,0.0,-2.296278,1.4778917,21898.79,4266.3125,0.0,10978.616,0.0,1833232.0,0.99793184,4510,67632.16397899913,777539.94
PL,2021-04-05,0.0,889148.0,0.0,2868782.0,2609328.0,-0.05360189,-0.023217678,0.0,8572.482,0.0,22355.96,20331.654,146178.0,0.0,7703,68029.70552323456,777539.94
PL,2021-04-12,969621.0,790752.0,1100671.0,2692353.0,3456047.0,1.0641005,0.53827703,7109.9624,7623.823,8179.003,20981.078,26929.213,1896424.0,0.88216287,15504,67299.20829774706,777539.94
PL,2021-04-19,0.0,0.0,0.0,0.0,541028.0,-3.4744775,-1.9409041,0.0,0.0,0.0,0.0,4215.6426,0.0,0.2005989,9986,67681.88746657342,777539.94
PL,2021-04-26,1912472.0,314436.0,0.0,1150797.0,0.0,-1.5949955,-2.0793207,14023.628,3031.5503,0.0,8967.977,0.0,283206.0,0.0,20838,67067.22160147771,777539.94
PL,2021-05-03,1064156.0,0.0,0.0,4337364.0,1536100.0,0.5653098,-0.46468103,7803.1616,0.0,0.0,33800.383,11969.155,1074687.0,0.0,11154,67175.57452773995,777539.94
PL,2021-05-10,634656.0,2288930.0,0.0,2749516.0,0.0,-1.3955755,0.5468774,4653.7563,22068.104,0.0,21426.54,0.0,939073.0,1.7278411,10623,67716.27611448859,777539.94
PL,2021-05-17,1774962.0,2342724.0,642126.0,4400500.0,2631255.0,-0.10094032,0.7998204,13015.305,22586.744,4771.59,34292.395,20502.506,1813670.0,2.0092952,16201,68015.19074652376,777539.94
PL,2021-05-24,2464708.0,0.0,184894.0,1497736.0,0.0,-0.02634877,0.26956213,18073.021,0.0,1373.9333,11671.618,0.0,264753.0,0.0,11655,67888.66144561273,777539.94
PL,2021-05-31,0.0,1322464.0,0.0,2800808.0,1528620.0,1.4376698,0.38959375,0.0,12750.182,0.0,21826.25,11910.872,0.0,0.18170698,16749,67778.67176819846,777539.94
PL,2021-06-07,530702.0,1282166.0,0.0,2310999.0,0.0,-1.0033683,0.2654271,3891.4907,12361.659,0.0,18009.246,0.0,993412.0,0.0,11663,67761.28845854086,777539.94
PL,2021-06-14,1317708.0,1047955.0,1834161.0,1363890.0,2501854.0,-1.0059116,1.9687836,9662.388,10103.577,13629.512,10628.577,19494.227,663714.0,0.0,6602,67376.47645109992,777539.94
PL,2021-06-21,1316029.0,0.0,0.0,718199.0,304040.0,-0.65937227,-1.6966887,9650.076,0.0,0.0,5596.81,2369.0527,0.0,0.0,10018,67006.31083541088,777539.94
PL,2021-06-28,2286059.0,1860053.0,2392705.0,4116677.0,3675730.0,2.4217782,1.1272055,16763.037,17933.201,17780.01,32080.607,28640.965,1921482.0,0.0,10090,67340.13720078093,777539.94
PL,2021-07-05,1481488.0,0.0,0.0,587007.0,1702589.0,1.5287793,-1.67137,10863.341,0.0,0.0,4574.452,13266.423,605315.0,0.0,13778,67015.72637296567,777539.94
PL,2021-07-12,1067634.0,1330743.0,0.0,803621.0,0.0,-1.4649047,0.47996557,7828.6646,12830.001,0.0,6262.4907,0.0,0.0,0.0,14152,68030.90355758292,777539.94
PL,2021-07-19,0.0,1458159.0,0.0,751620.0,1258808.0,-0.69357455,-0.0014555156,0.0,14058.449,0.0,5857.255,9808.521,0.0,0.0,13285,67610.78497168385,777539.94
PL,2021-07-26,1018754.0,1384279.0,2175902.0,2940189.0,1163344.0,2.0950365,1.0556065,7470.241,13346.154,16168.963,22912.424,9064.674,1790542.0,0.0,15086,68135.03467829642,777539.94
PL,2021-08-02,0.0,1590142.0,2685549.0,3060830.0,2320112.0,-0.26779568,0.42386907,0.0,15330.927,19956.111,23852.56,18078.107,886262.0,0.0,14975,67414.9586642674,777539.94
PL,2021-08-09,2002571.0,958196.0,0.0,2921219.0,544956.0,0.3467188,-0.41829574,14684.299,9238.189,0.0,22764.594,4246.249,0.0,0.0,11736,67937.12615343506,777539.94
PL,2021-08-16,907568.0,1859278.0,0.0,3079188.0,2891473.0,0.8629497,-0.033633918,6654.945,17925.73,0.0,23995.62,22530.102,0.0,0.0,19381,67702.00094464746,777539.94
PL,2021-08-23,1066280.0,133309.0,0.0,2493582.0,1493003.0,-0.35136017,0.8804178,7818.736,1285.2628,0.0,19432.086,11633.347,348475.0,0.13071081,10523,67181.02811508352,777539.94
PL,2021-08-30,1782632.0,800576.0,1912837.0,5763100.0,2358193.0,1.0405596,1.4111263,13071.547,7718.5386,14214.147,44910.92,18374.832,2292125.0,0.77345926,11158,68071.49498615248,777539.94
PL,2021-09-06,0.0,537634.0,0.0,2860458.0,1315475.0,-0.046433225,-1.3330367,0.0,5183.454,0.0,22291.092,10250.065,0.0,0.34155902,18291,67727.43302027932,777539.94
PL,2021-09-13,1729267.0,291968.0,1986216.0,2957406.0,2871634.0,1.5213909,0.49137744,12680.236,2814.931,14759.421,23046.594,22375.518,597564.0,0.7493226,20062,67489.26379182347,777539.94
PL,2021-09-20,1529600.0,1135498.0,0.0,3841195.0,1278669.0,0.91156346,0.31688362,11216.133,10947.599,0.0,29933.82,9963.276,323550.0,0.0,11089,67328.74743760981,777539.94
PL,2021-09-27,181564.0,0.0,0.0,873910.0,1402287.0,-0.6987441,-0.15013456,1331.3585,0.0,0.0,6810.241,10926.496,460419.0,0.061788023,12348,67760.70462771755,777539.94
PL,2021-10-04,1598121.0,223472.0,1159192.0,4110772.0,2950662.0,0.613721,1.6504426,11718.579,2154.5452,8613.868,32034.59,22991.299,1001452.0,0.0,7978,67529.0047847429,777539.94
PL,2021-10-11,2875214.0,1092632.0,0.0,2338935.0,1052302.0,-0.6912758,-0.6651771,21083.148,10534.318,0.0,18226.947,8199.444,0.0,2.1130862,14549,67432.10236705534,777539.94
PL,2021-10-18,1277978.0,1765111.0,1227302.0,3595717.0,1277689.0,0.592738,0.028987512,9371.059,17017.844,9119.988,28020.848,9955.64,442163.0,1.8694836,14191,67302.16119930994,777539.94
PL,2021-10-25,1363827.0,2257905.0,0.0,2073142.0,2216939.0,0.06409973,1.9886863,10000.566,21768.984,0.0,16155.665,17274.191,1333929.0,0.19544965,14532,67817.1269834088,777539.94
PL,2021-11-01,1698209.0,1338870.0,25563.0,2512520.0,1999023.0,1.26478,1.3885376,12452.496,12908.356,189.95673,19579.668,15576.211,0.0,0.0,10287,67311.67460445937,777539.94
PL,2021-11-08,2368929.0,1055994.0,0.0,4124176.0,596116.0,0.84250784,1.273485,17370.7,10181.083,0.0,32139.047,4644.883,1450114.0,1.5134513,12571,67678.61396426943,777539.94
PL,2021-11-15,1654515.0,2434394.0,0.0,4327571.0,1194799.0,0.12618478,1.9645712,12132.1,23470.557,0.0,33724.07,9309.768,3601830.0,0.0,12762,67392.9148322574,777539.94
PL,2021-11-22,0.0,992471.0,0.0,3489357.0,996919.0,-0.2892785,1.1496813,0.0,9568.643,0.0,27192.002,7767.9043,276098.0,0.0,10314,67061.72751719842,777539.94
PL,2021-11-29,2104959.0,230584.0,2393712.0,5631040.0,2131264.0,3.178909,0.83055615,15435.082,2223.1138,17787.492,43881.797,16606.621,3307660.0,0.0,19057,67807.64395096115,777539.94
PL,2021-12-06,1274214.0,666540.0,0.0,2423298.0,1448400.0,0.5209316,-0.5487364,9343.458,6426.2666,0.0,18884.373,11285.805,0.0,0.0,13294,67971.03896235552,777539.94
PL,2021-12-13,1784119.0,1679858.0,0.0,2600760.0,71178.0,-1.1083409,-0.003815174,13082.451,16195.9,0.0,20267.309,554.6127,142402.0,0.0,6475,67845.08336803385,777539.94
PL,2021-12-20,307180.0,903019.0,0.0,2718490.0,395050.0,-0.987166,-1.1310785,2252.466,8706.215,0.0,21184.758,3078.1948,413349.0,1.5861675,10553,67814.7174157335,777539.94
PL,2021-12-27,3629268.0,0.0,0.0,2225692.0,878519.0,-2.026717,1.5033481,26612.418,0.0,0.0,17344.463,6845.3423,2187166.0,2.6841025,11265,67678.97506194626,777539.94
PL,2022-01-03,435786.0,1030093.0,0.0,2708084.0,911111.0,0.24252361,-0.17874284,3195.498,9931.365,0.0,21103.666,7099.2964,958459.0,0.0,6585,67121.33563183293,777539.94
PL,2022-01-10,1583191.0,0.0,0.0,1585542.0,902743.0,-0.53974974,-1.1434586,11609.101,0.0,0.0,12355.876,7034.0933,0.0,0.19450015,12241,67809.34144751672,777539.94
PL,2022-01-17,156352.0,0.0,0.0,2656131.0,2150452.0,0.66925824,-2.3756847,1146.4858,0.0,0.0,20698.807,16756.133,0.0,0.0,22929,67023.69077032385,777539.94
PL,2022-01-24,857997.0,770891.0,0.0,3478934.0,0.0,-0.8271156,1.4818437,6291.4546,7432.3384,0.0,27110.777,0.0,1687582.0,0.13077469,7828,67922.49326066174,777539.94
PL,2022-01-31,399683.0,1468285.0,0.0,2263994.0,0.0,0.3285364,-1.4181092,2930.7646,14156.076,0.0,17642.943,0.0,0.0,0.0,14507,67628.20877827719,777539.94
PL,2022-02-07,816412.0,2809292.0,0.0,3831284.0,1634558.0,1.1732095,-0.81331307,5986.523,27085.033,0.0,29856.586,12736.331,448324.0,0.24334617,14726,67450.48797587202,777539.94
PL,2022-02-14,1452531.0,0.0,0.0,0.0,0.0,-2.2467785,-1.460114,10651.008,0.0,0.0,0.0,0.0,0.0,0.0,12702,67111.9943386603,777539.94
PL,2022-02-21,0.0,0.0,0.0,402696.0,30026.0,-0.78081405,-1.1284754,0.0,0.0,0.0,3138.1458,233.95993,0.0,0.0,11115,67149.77460494198,777539.94
PL,2022-02-28,2120305.0,1291198.0,0.0,3446723.0,3572096.0,-0.6093322,1.4333955,15547.61,12448.739,0.0,26859.762,27833.455,1075733.0,1.5855483,7864,67839.5454120742,777539.94
PL,2022-03-07,1148250.0,1011172.0,0.0,1700590.0,888198.0,-1.1109211,-1.162072,8419.799,9748.943,0.0,13252.427,6920.7607,0.0,0.0,13498,68243.47197317476,777539.94
PL,2022-03-14,0.0,1410010.0,0.0,964915.0,2082813.0,-0.5212327,-1.6690271,0.0,13594.233,0.0,7519.4287,16229.095,235205.0,0.0,15842,67575.55263760786,777539.94
PL,2022-03-21,0.0,1555334.0,0.0,2709069.0,445547.0,-1.2952976,-0.09288946,0.0,14995.335,0.0,21111.342,3471.6628,194152.0,0.11422056,9067,67787.86119786215,777539.94
PL,2022-03-28,0.0,0.0,0.0,0.0,0.0,-1.6211545,-2.8472633,0.0,0.0,0.0,0.0,0.0,0.0,0.1593308,19447,68053.03513295365,777539.94
PL,2022-04-04,1896154.0,1488279.0,0.0,1110454.0,119289.0,-1.1665617,0.20520812,13903.972,14348.842,0.0,8653.591,929.4893,491012.0,0.09949267,14461,67608.96260957647,777539.94
PL,2022-04-11,693181.0,758617.0,0.0,2121556.0,1932688.0,-1.350663,0.51675063,5082.9043,7314.002,0.0,16532.947,15059.334,466645.0,0.59315366,8194,67527.63463841772,777539.94
PL,2022-04-18,0.0,0.0,0.0,0.0,0.0,-1.1775665,-2.4666014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9345,67289.39116557971,777539.94
PL,2022-04-25,939170.0,174187.0,0.0,1378228.0,562354.0,-1.6931705,0.25662345,6886.6733,1679.3772,0.0,10740.311,4381.8125,0.0,0.0,7654,67033.83525272159,777539.94
PL,2022-05-02,3326684.0,107687.0,0.0,2766107.0,438951.0,-1.3522308,0.30926675,24393.652,1038.2354,0.0,21555.83,3420.2676,1298472.0,1.2725754,8878,67451.68938496504,777539.94
PL,2022-05-09,0.0,891572.0,0.0,2752610.0,2099244.0,-0.94644284,0.39355832,0.0,8595.852,0.0,21450.65,16357.124,0.0,0.0,10590,67918.990275722,777539.94
PL,2022-05-16,740679.0,600145.0,0.0,1766307.0,631262.0,-0.96913534,-0.05466023,5431.194,5786.137,0.0,13764.549,4918.7373,0.0,0.0,11440,67412.68408637782,777539.94
PL,2022-05-23,1144949.0,622228.0,0.0,0.0,2058573.0,1.3620832,-1.6239021,8395.594,5999.044,0.0,0.0,16040.219,215074.0,0.8212383,18485,67485.46720409975,777539.94
PL,2022-05-30,0.0,452053.0,0.0,3443117.0,815826.0,-0.14974645,0.42505926,0.0,4358.3477,0.0,26831.662,6356.844,1501.0,0.0,9126,66314.52193098197,777539.94
PL,2022-06-06,1598255.0,1219287.0,0.0,2340976.0,11513.0,-1.6511292,-0.17199302,11719.561,11755.428,0.0,18242.852,89.70828,756762.0,0.7446144,11099,68177.22573582688,777539.94
PL,2022-06-13,4697428.0,993153.0,745499.0,3918092.0,2146799.0,-0.42213896,1.8624537,34444.94,9575.218,5539.7466,30533.066,16727.668,3381217.0,2.0099652,8590,67473.9964470572,777539.94
PL,2022-06-20,2037874.0,3315707.0,1386200.0,4356448.0,2520642.0,1.203062,1.5413637,14943.166,31967.498,10300.747,33949.105,19640.62,212855.0,1.043431,9908,67407.73671073077,777539.94
PL,2022-06-27,1387417.0,1660670.0,0.0,1384764.0,1108311.0,-0.48734128,-0.8460934,10173.545,16010.904,0.0,10791.245,8635.861,332905.0,0.7562047,14990,67811.7476404474,777539.94
PL,2022-07-04,1925359.0,0.0,0.0,1536391.0,1814984.0,-0.21474208,-0.3561149,14118.124,0.0,0.0,11972.85,14142.195,442313.0,1.1515764,11402,68061.43149762617,777539.94
PL,2022-07-11,1953606.0,0.0,382549.0,1787092.0,2824240.0,0.10739787,1.3715181,14325.252,0.0,2842.6929,13926.523,22006.229,452020.0,0.23345119,7658,67666.82935597505,777539.94
PL,2022-07-18,2081872.0,613326.0,1129681.0,2622766.0,1562963.0,-1.2989364,1.6884809,15265.791,5913.218,8394.574,20438.799,12178.47,899422.0,0.0,10745,67555.90149954996,777539.94
PL,2022-07-25,1162660.0,502969.0,0.0,1308178.0,1749282.0,-0.61802006,-0.2640658,8525.464,4849.2407,0.0,10194.422,13630.251,525081.0,0.0,8317,67524.1957736262,777539.94
PL,2022-08-01,120943.0,491832.0,0.0,2725644.0,3007160.0,0.7141438,0.20840901,886.84155,4741.866,0.0,21240.508,23431.523,75715.0,0.0,18069,68051.46250194988,777539.94
PL,2022-08-08,2830882.0,0.0,0.0,1672787.0,584456.0,-0.27777565,-0.21733943,20758.074,0.0,0.0,13035.762,4554.0293,0.0,0.0,14520,66767.11568458348,777539.94
PL,2022-08-15,866456.0,391910.0,0.0,479350.0,818992.0,-0.61688054,-0.3946396,6353.482,3778.495,0.0,3735.498,6381.5137,598381.0,0.744355,19499,67887.09556409823,777539.94
PL,2022-08-22,983088.0,2586454.0,646869.0,2223748.0,1237086.0,0.04144013,0.74560404,7208.712,24936.602,4806.8345,17329.314,9639.265,1889270.0,0.5044899,11578,67831.31440988921,777539.94
PL,2022-08-29,2513998.0,1960100.0,552152.0,3442802.0,2159603.0,-0.35692844,-0.096726,18434.451,18897.777,4102.9995,26829.205,16827.436,2159994.0,2.2949302,12799,68006.00806634936,777539.94
PL,2022-09-05,2102639.0,548836.0,0.0,4151258.0,1674486.0,0.4561723,0.2742712,15418.07,5291.455,0.0,32350.092,13047.447,168308.0,0.20274213,11748,68504.25199074071,777539.94
PL,2022-09-12,1365580.0,448938.0,0.0,2870684.0,0.0,-1.0189631,1.357588,10013.42,4328.315,0.0,22370.781,0.0,1623580.0,1.0843589,11377,67631.06381224541,777539.94
PL,2022-09-19,2095551.0,1703439.0,305050.0,2336490.0,2294345.0,0.6914927,0.494193,15366.095,16423.25,2266.8035,18207.895,17877.334,1564568.0,0.2954597,13968,66983.11959022217,777539.94
PL,2022-09-26,2391828.0,0.0,0.0,2706678.0,658558.0,0.4300189,-0.49204957,17538.611,0.0,0.0,21092.71,5131.4253,1451464.0,1.0420868,13798,67469.74764355128,777539.94
PL,2022-10-03,0.0,1087512.0,413963.0,2424154.0,2109074.0,0.79823625,-0.12615967,0.0,10484.955,3076.1277,18891.047,16433.719,443698.0,0.04402569,12784,68170.69897968676,777539.94
PL,2022-10-10,91581.0,0.0,0.0,4247762.0,3816627.0,3.4011354,-0.30172116,671.53815,0.0,0.0,33102.133,29738.82,1547323.0,0.0,21890,67508.30072635629,777539.94
PL,2022-10-17,0.0,0.0,819980.0,3449792.0,1030911.0,0.7069358,-1.298985,0.0,0.0,6093.2095,26883.678,8032.7676,0.0,0.0,14028,68032.54705822421,777539.94
PL,2022-10-24,222725.0,66278.0,0.0,1225830.0,79220.0,-1.1941013,-0.9067093,1633.1808,639.0016,0.0,9552.698,617.27527,0.0,0.0,11346,68171.5662890601,777539.94
PL,2022-10-31,3419878.0,3172990.0,561733.0,4325928.0,1497901.0,0.30466878,2.1846595,25077.018,30591.531,4174.1953,33711.27,11671.512,3118368.0,0.8781405,10393,67701.44073703667,777539.94
PL,2022-11-07,1205093.0,407376.0,0.0,4232498.0,2842652.0,1.6854175,0.5425044,8836.613,3927.6062,0.0,32983.184,22149.693,600205.0,0.5290037,14403,67949.01200406876,777539.94
PL,2022-11-14,1375479.0,0.0,969675.0,3518780.0,2368347.0,-0.14037246,3.1455812,10086.007,0.0,7205.5815,27421.293,18453.95,3249557.0,0.49434614,10920,68114.02014340264,777539.94
PL,2022-11-21,2827647.0,1459017.0,0.0,3231984.0,721387.0,0.44886768,-0.37645796,20734.352,14066.721,0.0,25186.336,5620.9834,1137579.0,1.3999361,9437,67456.70425550496,777539.94
PL,2022-11-28,1132192.0,0.0,0.0,3154756.0,2076791.0,1.3556991,0.057395577,8302.051,0.0,0.0,24584.51,16182.172,824634.0,0.0,14490,67420.80372198959,777539.94
PL,2022-12-05,2329467.0,2682093.0,0.0,2682524.0,760008.0,0.15349573,0.4007599,17081.336,25858.68,0.0,20904.482,5921.915,283707.0,0.0,7283,67860.06723425008,777539.94
PL,2022-12-12,1874552.0,2355353.0,585320.0,3729348.0,1592901.0,0.6010081,-0.068914205,13745.571,22708.504,4349.4683,29062.215,12411.744,1498797.0,1.6394345,15390,66930.10572662065,777539.94
PL,2022-12-19,1553586.0,0.0,217819.0,2677518.0,0.0,-0.5081086,-0.032022595,11392.016,0.0,1618.5966,20865.47,0.0,0.0,0.0,4997,67503.24535888064,777539.94
PL,2022-12-26,1738480.0,737293.0,0.0,3435637.0,1303424.0,0.30693322,0.50049376,12747.793,7108.4126,0.0,26773.371,10156.165,528133.0,1.3633623,14928,67963.94862385996,777539.94
PL,2023-01-02,971324.0,1617188.0,0.0,2218390.0,2064983.0,0.309456,-0.5568451,7122.45,15591.684,0.0,17287.56,16090.165,0.0,1.2242851,14259,66653.07631359725,777539.94
